,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Quantized_Model,Quantized_Model,Quantized_Model,Quantized_Model,Quantized_Model,Quantized_Model,Quantized_Model,Prompt_Compression,Prompt_Compression,Prompt_Compression,Prompt_Compression,Prompt_Compression,Prompt_Compression,Prompt_Compression,Quantized_Prompt_Compression,Quantized_Prompt_Compression,Quantized_Prompt_Compression,Quantized_Prompt_Compression,Quantized_Prompt_Compression,Quantized_Prompt_Compression,Quantized_Prompt_Compression
,Latency_Sec,RAM_Used_MB,Output_Word_Count,ROUGE1,ROUGE2,ROUGEL,BERTScore,Latency_Sec,RAM_Used_MB,Output_Word_Count,ROUGE1,ROUGE2,ROUGEL,BERTScore,Latency_Sec,RAM_Used_MB,Output_Word_Count,ROUGE1,ROUGE2,ROUGEL,BERTScore,Latency_Sec,RAM_Used_MB,Output_Word_Count,ROUGE1,ROUGE2,ROUGEL,BERTScore
Paper_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,1.736,0.0,77.0,0.1831,0.0137,0.1085,0.0,1.709,0.0,112.0,0.3323,0.0867,0.1846,0.0,3.2,0.0,135.0,0.221,0.0271,0.124,0.0,1.807,0.0,110.0,0.3704,0.0559,0.179,0.0
420,2.575,0.0,78.0,0.1333,0.0175,0.087,0.0,1.863,0.0,111.0,0.3804,0.1475,0.2011,0.0,1.362,0.0,53.0,0.1206,0.0064,0.0825,0.0,1.574,0.0,86.0,0.3965,0.176,0.1924,0.0
421,1.175,0.0,46.0,0.1439,0.0,0.1151,0.0,1.902,0.0,85.0,0.3218,0.1163,0.1954,0.0,1.167,0.0,46.0,0.163,0.0,0.1185,0.0,1.949,0.0,77.0,0.4146,0.1111,0.2683,0.0
422,3.865,0.04,170.0,0.2118,0.0063,0.1121,0.0,1.888,0.02,98.0,0.4464,0.1039,0.2146,0.0,1.122,0.02,31.0,0.1272,0.0,0.0925,0.0,1.025,0.01,54.0,0.266,0.0753,0.1702,0.0
423,6.495,0.05,274.0,0.2521,0.0202,0.1345,0.0,1.291,0.01,80.0,0.2812,0.0693,0.1432,0.0,4.837,0.04,195.0,0.2093,0.0078,0.0969,0.0,1.658,0.0,115.0,0.3447,0.0488,0.1602,0.0
424,1.249,0.0,42.0,0.0993,0.0,0.0709,0.0,2.142,0.0,130.0,0.4846,0.1156,0.2819,0.0,9.09,0.01,383.0,0.1115,0.0039,0.0731,0.0,2.018,0.0,134.0,0.4464,0.1472,0.2318,0.0
425,0.933,0.02,26.0,0.1168,0.0,0.0584,0.0,2.098,0.0,106.0,0.553,0.186,0.3041,0.0,3.579,0.0,81.0,0.2146,0.0099,0.1073,0.0,1.732,2.13,69.0,0.5525,0.2793,0.4199,0.0
426,3.961,2.08,148.0,0.1795,0.0194,0.0962,0.0,2.609,0.1,152.0,0.5163,0.2171,0.268,0.0,5.772,0.11,225.0,0.1687,0.0,0.0893,0.0,1.426,0.04,62.0,0.4393,0.1604,0.2617,0.0
427,0.998,0.07,20.0,0.0502,0.0084,0.0418,0.0,1.412,0.04,72.0,0.3333,0.1119,0.1944,0.0,4.523,0.02,185.0,0.2295,0.0329,0.1218,0.0,1.602,0.02,101.0,0.3683,0.115,0.1778,0.0
428,1.639,0.04,56.0,0.1525,0.0,0.0807,0.0,2.034,0.01,150.0,0.4586,0.1346,0.2229,0.0,1.055,0.0,37.0,0.1313,0.0306,0.0707,0.0,0.916,0.02,48.0,0.3558,0.1456,0.2404,0.0
429,3.321,0.01,129.0,0.2287,0.0267,0.1277,0.0,1.211,0.01,72.0,0.3612,0.1549,0.1806,0.0,1.865,0.05,77.0,0.147,0.0064,0.0831,0.0,1.573,0.02,90.0,0.4304,0.1911,0.2468,0.0
430,2.012,0.02,69.0,0.1446,0.0121,0.1024,0.0,2.638,0.0,168.0,0.4722,0.107,0.2083,0.0,1.359,0.01,44.0,0.1158,0.0065,0.0707,0.0,1.831,0.0,115.0,0.5117,0.147,0.2559,0.0
431,2.13,0.0,55.0,0.1215,0.0,0.0648,0.0,3.539,0.0,176.0,0.4767,0.1047,0.1918,0.0,7.133,0.4,319.0,0.1846,0.0076,0.0942,0.0,1.748,0.02,65.0,0.3254,0.104,0.1825,0.0
432,2.076,1.22,72.0,0.1269,0.0075,0.0746,0.0,1.447,0.04,78.0,0.3019,0.0913,0.1585,0.0,2.716,0.02,107.0,0.223,0.0198,0.1311,0.0,0.976,0.04,59.0,0.374,0.082,0.2033,0.0
433,1.758,0.09,54.0,0.122,0.0123,0.0732,0.0,3.142,0.02,205.0,0.3365,0.0575,0.1333,0.0,2.028,0.04,73.0,0.1229,0.0113,0.0782,0.0,1.77,0.04,88.0,0.3858,0.0923,0.2132,0.0
434,3.566,0.02,150.0,0.2554,0.0109,0.125,0.0,1.853,0.02,111.0,0.3439,0.0962,0.2293,0.0,1.103,0.01,40.0,0.1143,0.0165,0.0571,0.0,1.129,0.0,63.0,0.3383,0.0833,0.1805,0.0
435,6.392,0.05,268.0,0.2166,0.0128,0.1019,0.0,2.408,0.0,144.0,0.5443,0.1969,0.2936,0.0,2.302,0.0,79.0,0.1955,0.0076,0.1053,0.0,1.35,0.0,74.0,0.4488,0.1746,0.2913,0.0
436,3.344,0.08,129.0,0.2213,0.0,0.1311,0.0,2.17,0.0,103.0,0.4545,0.1327,0.2525,0.0,3.89,0.0,111.0,0.2091,0.0092,0.1091,0.0,1.184,0.08,69.0,0.3558,0.0994,0.2331,0.0
437,6.32,1.71,257.0,0.1443,0.0155,0.0876,0.0,1.359,0.02,79.0,0.5294,0.1429,0.2235,0.0,3.704,0.35,157.0,0.1825,0.0153,0.076,0.0,1.358,0.05,85.0,0.4545,0.1724,0.2273,0.0
438,4.5,0.04,189.0,0.2507,0.0219,0.1362,0.0,3.006,0.03,158.0,0.4644,0.1558,0.2724,0.0,0.924,0.07,23.0,0.0749,0.0,0.0642,0.0,2.075,0.03,131.0,0.4698,0.1554,0.2483,0.0
439,2.854,0.03,117.0,0.1972,0.0,0.1221,0.0,1.256,0.0,80.0,0.439,0.1358,0.2195,0.0,3.201,0.01,134.0,0.2165,0.0262,0.1385,0.0,0.958,0.0,55.0,0.4783,0.1471,0.2174,0.0
440,3.051,0.05,120.0,0.2244,0.0258,0.1282,0.0,1.127,0.02,66.0,0.3417,0.0924,0.2,0.0,6.815,0.0,298.0,0.2339,0.0202,0.1129,0.0,1.278,0.01,72.0,0.3644,0.1306,0.2753,0.0
441,8.376,0.09,352.0,0.2273,0.0132,0.1054,0.0,1.837,0.0,111.0,0.4661,0.1246,0.2537,0.0,2.123,0.0,76.0,0.2186,0.0259,0.1222,0.0,2.667,0.0,89.0,0.3676,0.1066,0.1682,0.0
442,7.968,0.0,305.0,0.1452,0.0047,0.089,0.0,2.036,0.07,103.0,0.4388,0.1443,0.2245,0.0,9.108,0.15,382.0,0.1297,0.0079,0.0904,0.0,1.308,0.04,73.0,0.2683,0.037,0.1463,0.0
443,7.263,0.07,286.0,0.2364,0.0078,0.1124,0.0,0.998,0.0,51.0,0.3347,0.1811,0.1959,0.0,3.348,0.02,127.0,0.2099,0.0117,0.1166,0.0,2.108,0.01,151.0,0.4943,0.1387,0.2586,0.0
444,3.89,0.04,157.0,0.1974,0.0066,0.125,0.0,1.913,0.01,122.0,0.51,0.1847,0.3108,0.0,4.799,0.4,197.0,0.185,0.0116,0.104,0.0,1.496,0.05,58.0,0.3579,0.2128,0.3053,0.0
445,1.989,0.03,63.0,0.1026,0.0,0.0855,0.0,1.547,0.02,82.0,0.4706,0.2537,0.3235,0.0,2.495,0.01,94.0,0.1154,0.013,0.0897,0.0,2.754,0.02,164.0,0.307,0.1221,0.2233,0.0
446,1.043,0.04,39.0,0.1146,0.0,0.0637,0.0,1.077,0.0,55.0,0.2824,0.0595,0.1412,0.0,7.535,0.03,321.0,0.1522,0.0085,0.0888,0.0,1.645,0.0,101.0,0.4424,0.1116,0.2212,0.0
447,2.365,0.0,57.0,0.1012,0.012,0.0714,0.0,2.15,0.0,84.0,0.3606,0.1133,0.2197,0.0,1.432,0.03,46.0,0.0878,0.0,0.0627,0.0,2.18,0.02,129.0,0.4361,0.1008,0.2406,0.0
448,6.068,0.06,237.0,0.2065,0.0043,0.0989,0.0,1.228,0.02,56.0,0.2651,0.0972,0.1767,0.0,2.566,0.03,113.0,0.239,0.0063,0.1132,0.0,2.885,0.02,199.0,0.4304,0.1018,0.1924,0.0
449,5.525,0.34,246.0,0.2505,0.0148,0.1289,0.0,0.911,0.02,46.0,0.2305,0.0564,0.1184,0.0,5.071,0.03,214.0,0.2374,0.0117,0.1012,0.0,1.36,0.01,88.0,0.27,0.0665,0.1433,0.0
450,12.259,0.02,570.0,0.2182,0.0228,0.1182,0.0,1.083,0.01,70.0,0.3145,0.0955,0.1958,0.0,2.492,0.0,109.0,0.1804,0.0155,0.1031,0.0,1.221,0.02,82.0,0.3506,0.0867,0.1897,0.0
451,7.084,0.0,304.0,0.1931,0.0216,0.1202,0.0,0.979,0.0,63.0,0.39,0.1414,0.23,0.0,4.357,0.0,163.0,0.2215,0.0062,0.1108,0.0,1.096,0.0,70.0,0.4251,0.1561,0.2222,0.0
452,1.615,0.0,61.0,0.1516,0.0073,0.0866,0.0,1.211,0.0,78.0,0.3014,0.0897,0.2329,0.0,2.791,0.0,118.0,0.2463,0.0177,0.1349,0.0,1.624,0.02,120.0,0.4358,0.0841,0.203,0.0
453,3.588,0.01,152.0,0.2121,0.0244,0.1152,0.0,1.436,0.01,72.0,0.386,0.0708,0.1754,0.0,7.889,0.04,334.0,0.2069,0.0154,0.1073,0.0,1.296,0.0,81.0,0.3319,0.103,0.1872,0.0
454,0.959,0.03,26.0,0.087,0.0,0.0773,0.0,2.129,0.01,145.0,0.4724,0.1605,0.2515,0.0,1.748,0.0,54.0,0.1639,0.0083,0.0984,0.0,1.922,0.0,124.0,0.4039,0.1377,0.202,0.0
455,2.704,0.0,110.0,0.2537,0.015,0.1343,0.0,0.91,0.0,44.0,0.2917,0.0947,0.1875,0.0,1.67,0.0,60.0,0.1982,0.0182,0.0991,0.0,1.17,0.0,68.0,0.2396,0.0651,0.1659,0.0
456,3.779,0.0,144.0,0.2706,0.0266,0.132,0.0,1.485,0.02,86.0,0.4367,0.1498,0.3057,0.0,3.745,0.07,152.0,0.1942,0.0,0.1165,0.0,1.217,0.01,73.0,0.3836,0.0922,0.2192,0.0
457,5.986,0.32,227.0,0.1156,0.0,0.0751,0.0,1.81,0.01,99.0,0.5314,0.2829,0.3961,0.0,3.853,0.0,158.0,0.1696,0.0,0.0848,0.0,1.388,0.01,86.0,0.4194,0.163,0.2258,0.0
458,4.052,0.0,170.0,0.2345,0.0197,0.1368,0.0,1.38,0.0,56.0,0.3607,0.1215,0.2404,0.0,1.13,0.03,37.0,0.1078,0.0121,0.0958,0.0,3.303,0.04,236.0,0.2975,0.0609,0.1873,0.0
459,2.399,0.02,95.0,0.183,0.0127,0.1073,0.0,3.161,0.0,203.0,0.4535,0.1007,0.2005,0.0,5.37,0.0,168.0,0.2238,0.0144,0.1143,0.0,2.334,0.04,155.0,0.4054,0.1359,0.2054,0.0
460,1.161,0.07,33.0,0.0904,0.0,0.0791,0.0,1.961,0.05,123.0,0.4755,0.1293,0.2566,0.0,8.407,0.08,352.0,0.1794,0.0263,0.1084,0.0,1.461,0.02,91.0,0.4035,0.1593,0.2544,0.0
461,6.56,0.43,275.0,0.2178,0.0199,0.1188,0.0,1.246,0.02,72.0,0.414,0.1555,0.2596,0.0,1.235,0.04,47.0,0.1154,0.0,0.0769,0.0,1.189,0.01,60.0,0.4118,0.1704,0.2206,0.0
462,2.022,0.02,79.0,0.1364,0.0183,0.1,0.0,1.672,0.0,93.0,0.354,0.1161,0.2212,0.0,6.242,0.0,272.0,0.1524,0.0046,0.0878,0.0,6.571,0.0,441.0,0.2881,0.0816,0.1763,0.0
463,1.987,0.0,79.0,0.1544,0.0,0.1007,0.0,1.051,0.02,58.0,0.2231,0.031,0.1385,0.0,0.959,0.0,21.0,0.0714,0.009,0.0536,0.0,1.496,0.0,102.0,0.3974,0.0918,0.202,0.0
464,1.059,0.0,34.0,0.1132,0.0,0.0755,0.0,1.561,0.02,72.0,0.374,0.082,0.2195,0.0,1.727,0.0,63.0,0.1371,0.0,0.1129,0.0,1.87,0.0,118.0,0.3838,0.0881,0.1751,0.0
465,3.157,0.0,104.0,0.1859,0.0075,0.1041,0.0,1.484,0.04,65.0,0.4579,0.1415,0.3178,0.0,5.637,0.14,247.0,0.2175,0.0095,0.1087,0.0,1.728,0.0,103.0,0.5078,0.1575,0.2031,0.0
466,2.994,0.01,104.0,0.0879,0.0111,0.0549,0.0,9.776,0.0,348.0,0.0958,0.0,0.069,0.0,21.292,0.05,1046.0,0.0559,0.0017,0.0373,0.0,15.553,0.0,755.0,0.068,0.0049,0.0437,0.0
467,6.865,0.0,294.0,0.2387,0.0145,0.1049,0.0,2.364,0.0,138.0,0.4474,0.1084,0.2156,0.0,1.071,0.03,33.0,0.0682,0.0,0.0455,0.0,1.767,0.01,90.0,0.3887,0.1009,0.1881,0.0
468,11.654,0.04,492.0,0.1382,0.0206,0.0824,0.0,7.371,0.05,527.0,0.2821,0.0914,0.1396,0.0,3.019,0.0,83.0,0.166,0.0167,0.0996,0.0,3.689,0.0,96.0,0.4049,0.1469,0.2591,0.0
469,4.38,3.57,143.0,0.1538,0.0091,0.0905,0.0,1.619,0.09,80.0,0.2345,0.0699,0.1793,0.0,2.401,0.08,82.0,0.1589,0.0,0.0927,0.0,1.439,0.02,98.0,0.239,0.0127,0.1258,0.0
470,1.466,0.03,56.0,0.1677,0.0,0.0838,0.0,1.717,0.02,113.0,0.3196,0.0461,0.137,0.0,5.052,0.32,208.0,0.1507,0.0117,0.0986,0.0,1.135,0.02,73.0,0.2825,0.0457,0.1808,0.0
471,4.881,0.04,203.0,0.1362,0.0,0.0717,0.0,83.457,0.09,4336.0,0.0193,0.0033,0.0141,0.0,1.321,0.02,33.0,0.234,0.0,0.1489,0.0,1.55,0.02,90.0,0.3356,0.0544,0.1611,0.0
472,0.898,0.02,20.0,0.0491,0.0,0.0368,0.0,1.241,0.02,63.0,0.3902,0.1182,0.2341,0.0,3.021,0.07,133.0,0.1555,0.0,0.0989,0.0,1.275,0.01,78.0,0.3761,0.1204,0.1927,0.0
473,1.627,0.06,59.0,0.1735,0.0206,0.102,0.0,1.795,0.02,109.0,0.4132,0.1083,0.2066,0.0,4.031,0.02,160.0,0.2039,0.0132,0.0987,0.0,1.203,0.0,77.0,0.3725,0.1287,0.2255,0.0
474,4.117,0.0,146.0,0.2305,0.0251,0.1246,0.0,1.125,0.0,56.0,0.2788,0.1068,0.1538,0.0,2.067,0.0,73.0,0.185,0.0178,0.141,0.0,1.888,0.0,140.0,0.4082,0.0548,0.1565,0.0
475,0.902,0.0,24.0,0.05,0.0,0.05,0.0,1.885,0.0,106.0,0.3551,0.069,0.162,0.0,6.774,0.0,274.0,0.2485,0.0234,0.1282,0.0,2.298,0.0,156.0,0.4355,0.1297,0.1882,0.0
476,4.05,0.04,156.0,0.1538,0.0135,0.107,0.0,2.547,0.0,158.0,0.4392,0.1293,0.2297,0.0,6.488,0.0,264.0,0.1663,0.0046,0.1201,0.0,1.936,0.0,137.0,0.4428,0.1487,0.2362,0.0
477,1.011,0.05,27.0,0.069,0.0,0.0603,0.0,2.018,0.0,80.0,0.2686,0.0498,0.1272,0.0,6.409,0.0,241.0,0.1919,0.0,0.0938,0.0,1.621,0.07,93.0,0.4899,0.2703,0.3289,0.0
478,2.392,0.08,78.0,0.1411,0.0,0.083,0.0,2.026,0.04,120.0,0.4338,0.1481,0.2206,0.0,2.434,0.08,91.0,0.1753,0.008,0.1116,0.0,2.04,0.05,129.0,0.4632,0.1625,0.2386,0.0
479,3.782,0.04,132.0,0.1908,0.0,0.0987,0.0,2.016,0.0,133.0,0.5256,0.1787,0.2253,0.0,4.693,0.0,194.0,0.1983,0.0222,0.1157,0.0,1.62,0.0,87.0,0.5339,0.3052,0.2789,0.0
480,7.334,0.0,297.0,0.1745,0.009,0.0984,0.0,1.022,0.01,56.0,0.4472,0.1258,0.2857,0.0,6.462,0.18,278.0,0.1598,0.0,0.0969,0.0,1.374,0.02,91.0,0.4796,0.134,0.2959,0.0
481,1.281,0.0,36.0,0.1317,0.0,0.0838,0.0,1.453,0.0,75.0,0.2388,0.0,0.1095,0.0,3.129,0.0,127.0,0.2792,0.0076,0.1283,0.0,1.449,0.0,71.0,0.4365,0.0821,0.2234,0.0
482,4.442,0.0,179.0,0.2145,0.0162,0.0965,0.0,83.608,0.0,4404.0,0.056,0.0164,0.0303,0.0,1.024,0.0,26.0,0.0493,0.0,0.0394,0.0,1.643,0.0,95.0,0.3911,0.0892,0.1697,0.0
483,3.424,0.02,123.0,0.2273,0.0076,0.1212,0.0,1.774,0.0,114.0,0.4754,0.1405,0.2295,0.0,0.913,0.03,25.0,0.1026,0.026,0.1026,0.0,2.033,0.0,76.0,0.2981,0.1359,0.2212,0.0
484,3.28,0.0,94.0,0.1759,0.0131,0.0977,0.0,1.961,0.14,84.0,0.2918,0.1075,0.1708,0.0,2.686,0.03,100.0,0.233,0.013,0.1165,0.0,1.54,0.01,109.0,0.366,0.0724,0.1569,0.0
485,2.114,0.03,66.0,0.1702,0.0,0.1064,0.0,1.628,0.04,80.0,0.3655,0.1128,0.2437,0.0,4.378,0.06,169.0,0.1987,0.0133,0.1325,0.0,1.696,0.01,94.0,0.3942,0.1359,0.2019,0.0
486,1.847,0.08,69.0,0.1942,0.0,0.1068,0.0,1.125,0.06,67.0,0.3711,0.0937,0.2474,0.0,1.112,0.05,43.0,0.1705,0.0,0.1364,0.0,1.818,0.02,119.0,0.4096,0.081,0.2249,0.0
487,2.202,0.06,75.0,0.1627,0.0,0.1148,0.0,1.819,0.02,114.0,0.4118,0.1186,0.2773,0.0,2.335,0.04,94.0,0.1565,0.0088,0.0957,0.0,2.106,0.02,129.0,0.4032,0.1195,0.2372,0.0
488,2.564,0.01,99.0,0.1825,0.0,0.1065,0.0,0.897,0.02,48.0,0.3762,0.17,0.1782,0.0,2.155,0.0,81.0,0.1577,0.0,0.0747,0.0,1.427,0.0,96.0,0.536,0.2419,0.32,0.0
489,2.6,0.0,107.0,0.2403,0.0,0.1202,0.0,1.541,0.0,96.0,0.4413,0.1422,0.2817,0.0,1.92,0.0,34.0,0.1307,0.0132,0.0784,0.0,3.187,0.0,127.0,0.4274,0.1057,0.1774,0.0
490,0.965,2.4,21.0,0.0636,0.0,0.0545,0.0,2.301,0.25,114.0,0.3718,0.071,0.141,0.0,9.021,0.14,404.0,0.1855,0.0126,0.1038,0.0,1.963,0.0,114.0,0.2821,0.0581,0.1282,0.0
491,4.275,0.07,167.0,0.2281,0.0059,0.117,0.0,1.452,0.01,98.0,0.4252,0.1508,0.2283,0.0,2.344,0.07,84.0,0.2097,0.0081,0.121,0.0,1.753,0.02,121.0,0.4188,0.1018,0.2166,0.0
492,4.196,0.02,156.0,0.221,0.0114,0.1133,0.0,1.483,0.01,87.0,0.3678,0.1158,0.2146,0.0,8.334,0.03,359.0,0.1897,0.0208,0.0966,0.0,1.39,0.0,81.0,0.3922,0.1107,0.2353,0.0
493,1.527,0.03,45.0,0.0897,0.0,0.0513,0.0,1.205,0.02,67.0,0.4211,0.1775,0.2924,0.0,9.038,0.05,398.0,0.1372,0.0145,0.0866,0.0,1.68,0.01,95.0,0.4327,0.1845,0.2885,0.0
494,1.175,0.0,25.0,0.0651,0.0,0.0465,0.0,1.717,0.01,109.0,0.363,0.0621,0.1849,0.0,18.285,0.0,839.0,0.1557,0.013,0.0797,0.0,1.8,0.0,122.0,0.451,0.1316,0.2288,0.0
495,7.608,0.0,304.0,0.2613,0.0364,0.1379,0.0,1.806,0.0,94.0,0.4013,0.1238,0.2395,0.0,2.92,0.0,117.0,0.2111,0.0118,0.129,0.0,6.914,0.07,534.0,0.2364,0.0266,0.1116,0.0
496,8.074,0.0,299.0,0.1685,0.013,0.0994,0.0,1.474,0.04,77.0,0.4831,0.1171,0.2415,0.0,5.616,0.0,190.0,0.1877,0.0059,0.1056,0.0,1.617,0.02,97.0,0.4356,0.1704,0.2667,0.0
497,1.979,0.05,75.0,0.1596,0.0,0.0957,0.0,1.969,0.02,105.0,0.4225,0.1137,0.2347,0.0,4.116,0.04,175.0,0.183,0.0066,0.098,0.0,1.559,0.03,78.0,0.3892,0.0765,0.227,0.0
498,7.803,0.05,339.0,0.2,0.0114,0.1019,0.0,1.113,0.02,71.0,0.3406,0.0705,0.1659,0.0,5.39,0.02,223.0,0.2341,0.0294,0.1171,0.0,1.241,0.05,85.0,0.3868,0.0747,0.2305,0.0
499,2.914,0.0,115.0,0.1972,0.0213,0.0986,0.0,78.387,0.07,4484.0,0.0528,0.0168,0.0323,0.0,20.752,0.0,898.0,0.1176,0.0106,0.0755,0.0,2.823,0.0,52.0,0.3662,0.1706,0.2254,0.0
500,3.297,0.0,44.0,0.1287,0.01,0.0891,0.0,2.692,0.0,74.0,0.4324,0.1636,0.2793,0.0,5.541,0.98,229.0,0.2194,0.0308,0.1276,0.0,14.134,0.17,893.0,0.2091,0.0743,0.1103,0.0
501,2.49,1.63,96.0,0.24,0.0081,0.136,0.0,1.228,0.02,48.0,0.3723,0.1935,0.2447,0.0,10.904,0.09,449.0,0.181,0.0154,0.092,0.0,1.076,0.01,52.0,0.3646,0.1263,0.2812,0.0
502,7.724,0.05,325.0,0.2473,0.0177,0.1025,0.0,1.166,0.02,56.0,0.3409,0.0992,0.197,0.0,0.793,0.04,18.0,0.0881,0.0089,0.0529,0.0,3.471,0.0,243.0,0.5633,0.1228,0.1834,0.0
503,2.443,0.03,87.0,0.2029,0.0147,0.1014,0.0,2.68,0.01,167.0,0.2629,0.0569,0.1408,0.0,3.607,0.02,118.0,0.1196,0.022,0.0761,0.0,2.699,0.0,160.0,0.2222,0.039,0.1159,0.0
504,3.632,0.01,140.0,0.1486,0.0,0.0811,0.0,1.414,0.0,73.0,0.3662,0.0948,0.1878,0.0,7.287,0.02,289.0,0.1339,0.0043,0.0778,0.0,1.31,0.0,76.0,0.3796,0.0654,0.1944,0.0
505,7.536,0.0,298.0,0.1953,0.0085,0.1146,0.0,1.062,0.0,60.0,0.4124,0.1458,0.2577,0.0,1.046,0.0,30.0,0.1084,0.0244,0.0964,0.0,1.122,0.0,69.0,0.5098,0.2178,0.3333,0.0
506,6.965,0.03,280.0,0.1656,0.0083,0.0828,0.0,2.033,0.0,130.0,0.4211,0.0993,0.2039,0.0,8.797,0.0,345.0,0.1519,0.0073,0.0868,0.0,1.979,0.08,101.0,0.4103,0.1402,0.2491,0.0
507,8.525,0.06,358.0,0.2113,0.0227,0.1132,0.0,1.65,0.04,91.0,0.4516,0.093,0.2304,0.0,5.332,0.08,218.0,0.2513,0.0215,0.1283,0.0,40.728,0.12,2541.0,0.0847,0.0236,0.0479,0.0
508,1.064,0.01,31.0,0.1259,0.0142,0.0979,0.0,1.172,0.0,56.0,0.4578,0.2561,0.3735,0.0,0.602,0.0,20.0,0.125,0.0,0.1094,0.0,2.533,0.03,176.0,0.4483,0.1597,0.2345,0.0
509,2.277,0.0,82.0,0.193,0.0088,0.114,0.0,40.847,0.0,2110.0,0.0843,0.0194,0.0447,0.0,4.97,0.0,204.0,0.1961,0.0056,0.1008,0.0,1.555,0.0,81.0,0.4679,0.1759,0.2752,0.0
510,1.669,0.0,47.0,0.1077,0.0,0.0692,0.0,2.036,0.0,59.0,0.2491,0.0304,0.1434,0.0,5.13,0.38,205.0,0.2342,0.0226,0.1126,0.0,1.407,0.06,70.0,0.3066,0.0662,0.146,0.0
511,3.13,0.07,118.0,0.1867,0.0,0.1,0.0,3.105,0.04,225.0,0.4764,0.1197,0.2084,0.0,9.058,0.13,363.0,0.1696,0.0104,0.0969,0.0,1.87,0.02,120.0,0.4742,0.1246,0.2749,0.0
512,2.096,0.0,84.0,0.2157,0.0132,0.1046,0.0,1.379,0.0,80.0,0.2703,0.0884,0.1622,0.0,9.672,0.02,381.0,0.1877,0.0062,0.1077,0.0,1.176,0.19,75.0,0.2828,0.0625,0.1793,0.0
513,1.785,0.0,69.0,0.2113,0.0,0.1057,0.0,1.598,0.0,103.0,0.4167,0.1399,0.2778,0.0,8.313,0.02,344.0,0.1857,0.0215,0.0964,0.0,1.478,0.0,89.0,0.4643,0.2014,0.3071,0.0
514,1.939,0.0,70.0,0.1661,0.0145,0.0794,0.0,1.335,0.0,67.0,0.3657,0.2256,0.2761,0.0,2.205,0.0,75.0,0.1549,0.0,0.1127,0.0,2.454,0.0,129.0,0.4545,0.1341,0.2121,0.0
515,0.912,0.0,25.0,0.0676,0.0098,0.058,0.0,2.002,0.0,126.0,0.4026,0.098,0.1753,0.0,2.154,0.07,86.0,0.1905,0.0221,0.1099,0.0,1.271,0.05,74.0,0.3552,0.0934,0.1853,0.0
516,4.541,0.07,173.0,0.2357,0.0192,0.1274,0.0,2.492,0.04,168.0,0.2759,0.0208,0.1517,0.0,5.861,0.01,227.0,0.2216,0.0054,0.1189,0.0,2.102,0.01,153.0,0.2909,0.022,0.1309,0.0
517,2.293,0.04,87.0,0.2247,0.0075,0.1273,0.0,1.299,0.02,79.0,0.3852,0.0826,0.1721,0.0,3.528,0.06,146.0,0.2477,0.0187,0.1424,0.0,1.189,0.0,78.0,0.3918,0.1235,0.1796,0.0
518,4.91,0.0,229.0,0.2162,0.0099,0.1229,0.0,1.75,0.0,124.0,0.4931,0.1469,0.2639,0.0,6.334,0.0,270.0,0.2052,0.0088,0.1223,0.0,1.51,0.0,97.0,0.3846,0.0543,0.2,0.0
519,1.111,0.04,28.0,0.1074,0.0,0.0671,0.0,2.967,0.0,191.0,0.419,0.1022,0.2413,0.0,2.279,0.0,103.0,0.2318,0.0173,0.1288,0.0,1.763,0.0,100.0,0.3604,0.0636,0.1802,0.0
520,8.046,0.09,333.0,0.1833,0.02,0.1116,0.0,1.509,0.0,86.0,0.3482,0.0541,0.1696,0.0,1.58,0.01,58.0,0.2111,0.0305,0.1106,0.0,2.797,0.0,201.0,0.386,0.0706,0.1813,0.0
521,3.452,0.16,133.0,0.2145,0.0139,0.1176,0.0,1.427,0.02,71.0,0.4245,0.1905,0.2642,0.0,3.401,0.0,63.0,0.1835,0.0093,0.1009,0.0,1.222,0.04,67.0,0.3478,0.0878,0.2029,0.0
522,6.475,1.83,283.0,0.2171,0.0038,0.1181,0.0,1.987,0.13,135.0,0.4302,0.1287,0.2326,0.0,1.32,0.05,50.0,0.1073,0.0077,0.0766,0.0,1.21,0.0,63.0,0.3478,0.1533,0.2319,0.0
523,0.929,0.04,32.0,0.1015,0.0103,0.0609,0.0,1.487,0.04,74.0,0.4444,0.1743,0.2716,0.0,6.44,0.03,279.0,0.2511,0.0256,0.1234,0.0,1.475,0.02,100.0,0.4151,0.1445,0.2038,0.0
524,1.121,0.06,34.0,0.1463,0.0,0.0976,0.0,1.569,0.02,76.0,0.3804,0.0994,0.2331,0.0,7.523,0.04,300.0,0.1193,0.0048,0.0859,0.0,1.825,0.02,110.0,0.404,0.0918,0.1919,0.0
525,4.554,0.0,205.0,0.2305,0.0,0.1095,0.0,1.675,0.13,105.0,0.4444,0.1034,0.1966,0.0,4.673,0.09,193.0,0.2075,0.0,0.121,0.0,1.757,0.01,113.0,0.4098,0.1074,0.2131,0.0
526,5.082,0.0,268.0,0.1344,0.0,0.0914,0.0,1.275,0.0,112.0,0.3834,0.0838,0.2073,0.0,0.706,0.01,47.0,0.1527,0.0,0.0763,0.0,0.57,0.0,56.0,0.2941,0.0597,0.1618,0.0
